"amount","project_number","report_fy","budget_cycle","fund_type","fund_number","asset_owning_dept","project_name","account","account_number"
"2361000.0","ABL00001","20","adopted","Water Fund","C700010","Public Utilities","Standpipe and Reservoir Rehabilitations","Undistributed Budget","512117"
"1000000.0","ABM00001","20","adopted","Water Fund","C700010","Public Utilities","Groundwater Asset Development Program","Undistributed Budget","512117"
"800000.0","AKA00002","20","adopted","Water Fund","C700010","Public Utilities","Pressure Reduction Facility Upgrades","Undistributed Budget","512117"
"5750295.0","AKA00003","20","adopted","Water Fund","C700010","Public Utilities","Large Diameter Water Transmission PPL","Undistributed Budget","512117"
"64191685.0","AKB00003","20","adopted","Water Fund","C700010","Public Utilities","Water Main Replacements","Undistributed Budget","512117"
"179692713.0","ALA00001","20","adopted","Water Fund","C700010","Public Utilities","PURE Water Program","Undistributed Budget","512117"
"17535429.0","P19002","20","adopted","Water Fund","C700010","Public Utilities","Pure Water Pooled Contingency","Undistributed Budget","512117"
"2000000.0","S00041","20","adopted","Water Fund","C700010","Public Utilities","Morena Reservoir Outlet Tower Upgrade","Undistributed Budget","512117"
"500000.0","S10008","20","adopted","Water Fund","C700010","Public Utilities","El Monte Pipeline No 2","Undistributed Budget","512117"
"9915800.0","S11024","20","adopted","Water Fund","C700010","Public Utilities","Miramar Clearwell Improvements","Undistributed Budget","512117"
"2700000.0","S11025","20","adopted","Water Fund","C700010","Public Utilities","Chollas Building","Undistributed Budget","512117"
"316000.0","S12009","20","adopted","Water Fund","C700010","Public Utilities","La Jolla Scenic Drive 16inch Main","Undistributed Budget","512117"
"6253592.0","S12010","20","adopted","Water Fund","C700010","Public Utilities","30th Street Pipeline Replacement","Undistributed Budget","512117"
"5000000.0","S12013","20","adopted","Water Fund","C700010","Public Utilities","Alvarado 2nd Extension Pipeline","Undistributed Budget","512117"
"5737598.0","S12015","20","adopted","Water Fund","C700010","Public Utilities","Pacific Beach Pipeline South (W)","Undistributed Budget","512117"
"6000000.0","S12016","20","adopted","Water Fund","C700010","Public Utilities","Otay 1st/2nd PPL West of Highland Avenue","Undistributed Budget","512117"
"580000.0","S12040","20","adopted","Water Fund","C700010","Public Utilities","Tierrasanta (Via Dominique) Pump Station","Undistributed Budget","512117"
"1400000.0","S13015","20","adopted","Water Fund","C700010","Public Utilities","Water & Sewer Group Job 816 (W)","Undistributed Budget","512117"
"8262079.0","S15016","20","adopted","Water Fund","C700010","Public Utilities","Otay Second Pipeline Relocation-PA","Undistributed Budget","512117"
"955001.0","S15027","20","adopted","Water Fund","C700010","Public Utilities","La Jolla View Reservoir","Undistributed Budget","512117"
"15364419.0","S16027","20","adopted","Water Fund","C700010","Public Utilities","Morena Pipeline","Undistributed Budget","512117"
"500000.0","S20001","20","adopted","Water Fund","C700010","Public Utilities","Otay 2nd Pipeline Phase 4","Undistributed Budget","512117"
"1000000.0","S20002","20","adopted","Water Fund","C700010","Public Utilities","University Heights Reservoir Rehabilitation","Undistributed Budget","512117"
"2000000.0","ABT00001","20","adopted","Refuse Disposal Fund","C700040","Public Works - General Services","City Facilities Improvements","Undistributed Budget","512117"
"200000.0","AFA00001","20","adopted","Refuse Disposal Fund","C700040","Environmental Services","Minor Improvements to Landfills","Undistributed Budget","512117"
"2100000.0","L17000","20","adopted","Refuse Disposal Fund","C700040","Environmental Services","Miramar Landfill Facility Improvements","Undistributed Budget","512117"
"3000000.0","S01090","20","adopted","Golf Course Enterprise Fund","C700046","Parks & Recreation","Mission Bay Golf Course Clubhouse Demo/Prtbl Building Instl","Undistributed Budget","512117"
"1000000.0","L17000","20","adopted","Recycling Fund","C700049","Environmental Services","Miramar Landfill Facility Improvements","Undistributed Budget","512117"
"100000.0","S15000","20","adopted","Recycling Fund","C700049","Environmental Services","CNG Fueling Station for Refuse & Recycling","Undistributed Budget","512117"
"250000.0","L14001","14","adopted","Maintenance Assessment Districts","C200030","Parks & Recreation","Tierrasanta - Median Conversion","Undistributed Budget","512117"
"250000.0","L14000","14","adopted","Maintenance Assessment Districts","C200033","Parks & Recreation","Carmel Valley Landscaping & Irrigation","Undistributed Budget","512117"
"255090.0","S10035","14","adopted","Maintenance Assessment Districts","C200038","Parks & Recreation","Pomerado Median Improve-N of R Bernardo","Undistributed Budget","512117"
"150000.0","S00826","14","adopted","Maintenance Assessment Districts","C200050","Parks & Recreation","El Cajon Blvd Streetscape Improvements","Undistributed Budget","512117"
"65000.0","L14003","14","adopted","Maintenance Assessment Districts","C200059","Parks & Recreation","Del Mar Terrace Street Improvements","Undistributed Budget","512117"
"5000.0","S10054","14","adopted","Maintenance Assessment Districts","C200063","Parks & Recreation","Switzer Canyon Bridge Enhancement Prog","Undistributed Budget","512117"
"40000.0","S14005","14","adopted","Maintenance Assessment Districts","C200066","Parks & Recreation","Webster Neighborhood Identification Sign","Undistributed Budget","512117"
"100000.0","L12001","14","adopted","Maintenance Assessment Districts","C200077","Parks & Recreation","Talmadge Historic Gates","Undistributed Budget","512117"
"10000.0","S00977","14","adopted","Maintenance Assessment Districts","C200077","Parks & Recreation","Talmadge Streetscape & Lighting Zone 2W","Undistributed Budget","512117"
"74829.0","S14008","14","adopted","Maintenance Assessment Districts","C200091","Parks & Recreation","Bay Terraces Parkside Greenbelt Lighting","Undistributed Budget","512117"
"126885.0","AGE00001","14","adopted","Environmental Growth Funds","C200110","Parks & Recreation","Resource-Based Open Space Parks","Undistributed Budget","512117"
"25000.0","S14001","14","adopted","Environmental Growth Funds","C200110","Parks & Recreation","Cowles Mountain Access Rd Rehabilitation","Undistributed Budget","512117"
"250000.0","S14006","14","adopted","Environmental Growth Funds","C200110","Parks & Recreation","El Cuervo Adobe Improvements","Undistributed Budget","512117"
"750000.0","ABG00001","14","adopted","Stadium Fund","C200116","Citywide","Stadium","Undistributed Budget","512117"
"2000000.0","AID00005","14","adopted","Trench Cut/Excavation Fee Fund","C200203","Transportation & Storm Water","Resurfacing of City Streets","Undistributed Budget","512117"
"200000.0","ABT00003","14","adopted","Energy Conservation Program Fund","C200225","Environmental Services","Citywide Energy Improvements","Undistributed Budget","512117"
"1500000.0","AID00006","14","adopted","Proposition 42 Replacement - Transportation Relief Fund","C200306","Transportation & Storm Water","Concrete Streets","Undistributed Budget","512117"
"500000.0","AIK00003","14","adopted","Proposition 42 Replacement - Transportation Relief Fund","C200306","Transportation & Storm Water","Sidewalk Repair and Reconstruction","Undistributed Budget","512117"
"3114678.0","AGF00004","14","adopted","Mission Bay Park Improvement Fund","C200386","Parks & Recreation","Mission Bay Improvements","Undistributed Budget","512117"
"800000.0","AGE00001","14","adopted","San Diego Regional Parks Improvement Fund","C200391","Parks & Recreation","Resource-Based Open Space Parks","Undistributed Budget","512117"
"310000.0","AGF00006","14","adopted","San Diego Regional Parks Improvement Fund","C200391","Parks & Recreation","Coastal Erosion and Access","Undistributed Budget","512117"
"400000.0","S10026","14","adopted","San Diego Regional Parks Improvement Fund","C200391","Parks & Recreation","Palisades Park Comfort Station Replace","Undistributed Budget","512117"
"270000.0","S10091","14","adopted","San Diego Regional Parks Improvement Fund","C200391","Parks & Recreation","Sunset Cliffs Natural Pk Hillside Imp Presrv","Undistributed Budget","512117"
"231000.0","S13001","14","adopted","San Diego Regional Parks Improvement Fund","C200391","Parks & Recreation","Trail for All People","Undistributed Budget","512117"
"989000.0","S14002","14","adopted","San Diego Regional Parks Improvement Fund","C200391","Parks & Recreation","Chollas Lake Pk Playground Improvements","Undistributed Budget","512117"
"125000.0","L12000","14","adopted","Maintenance Assessment Districts","C200622","Parks & Recreation","Convert RB Medians-Asphalt to Concrete","Undistributed Budget","512117"
"396000.0","S00973","14","adopted","Developer Funding","C200636","Parks & Recreation","Montgomery Academy JU Improvements","Undistributed Budget","512117"
"156300.0","S11013","14","adopted","Park Service District Funds","C400070","Parks & Recreation","San Ysidro Athletic Area/Larsen Fld Lght","Undistributed Budget","512117"
"2000000.0","S00934","14","adopted","Facilities Benefit Assessments","C400090","Transportation & Storm Water","Carmel Val Rd-Lopelia Mdws-Via Abertura","Undistributed Budget","512117"
"500000.0","RD14000","14","adopted","Facilities Benefit Assessments","C400091","Transportation & Storm Water","State Route 56 Freeway Expansion","Undistributed Budget","512117"
"500000.0","RD14000","14","adopted","Facilities Benefit Assessments","C400094","Transportation & Storm Water","State Route 56 Freeway Expansion","Undistributed Budget","512117"
"2420937.0","S00854","14","adopted","Facilities Benefit Assessments","C400094","Transportation & Storm Water","Carmel Val Rd-Via Albutura-Camin Del Sur","Undistributed Budget","512117"
"2353887.0","S10015","14","adopted","Facilities Benefit Assessments","C400094","Transportation & Storm Water","Torrey Meadows Drive Overcrossing","Undistributed Budget","512117"
"1200000.0","S00992","14","adopted","Development Impact Fees","C400109","Parks & Recreation","Central Avenue MP Acquisition/Development","Undistributed Budget","512117"
"2198675.0","S10050","14","adopted","Development Impact Fees","C400110","Parks & Recreation","North Park Mini Park & Streetscape Improvements","Undistributed Budget","512117"
"265000.0","ABE00001","14","adopted","Development Impact Fees","C400111","Citywide","Americans with Disabilities Improvements","Undistributed Budget","512117"
"130000.0","AIL00005","14","adopted","Development Impact Fees","C400111","Transportation & Storm Water","Traffic Signals Modification","Undistributed Budget","512117"
"200000.0","ABE00001","14","adopted","Development Impact Fees","C400112","Citywide","Americans with Disabilities Improvements","Undistributed Budget","512117"
"70000.0","ABE00001","14","adopted","Development Impact Fees","C400113","Citywide","Americans with Disabilities Improvements","Undistributed Budget","512117"
"52000.0","ABE00001","14","adopted","Development Impact Fees","C400114","Citywide","Americans with Disabilities Improvements","Undistributed Budget","512117"
"300000.0","S11045","14","adopted","Development Impact Fees","C400115","Transportation & Storm Water","Pacific Hwy Curb Ramp Barrier Removal","Undistributed Budget","512117"
"25000.0","ABE00001","14","adopted","Development Impact Fees","C400121","Citywide","Americans with Disabilities Improvements","Undistributed Budget","512117"
"95500.0","AIL00004","14","adopted","Development Impact Fees","C400121","Transportation & Storm Water","Traffic Signals - Citywide","Undistributed Budget","512117"
"159500.0","AIL00005","14","adopted","Development Impact Fees","C400121","Transportation & Storm Water","Traffic Signals Modification","Undistributed Budget","512117"
"70000.0","S00760","14","adopted","Development Impact Fees","C400121","Parks & Recreation","West Maple Canyon MP","Undistributed Budget","512117"
"200000.0","S10029","14","adopted","Development Impact Fees","C400121","Fire-Rescue","Fire Station No. 08 - Mission Hills","Undistributed Budget","512117"
"250000.0","S13022","14","adopted","Development Impact Fees","C400121","Library","Mission Hills-Hillcrest Library","Undistributed Budget","512117"
"135000.0","ABE00001","14","adopted","Development Impact Fees","C400123","Citywide","Americans with Disabilities Improvements","Undistributed Budget","512117"
"60000.0","ABE00001","14","adopted","Development Impact Fees","C400125","Citywide","Americans with Disabilities Improvements","Undistributed Budget","512117"
"130000.0","S11051","14","adopted","Development Impact Fees","C400125","Parks & Recreation","Silver Wing NP Sports Field/Lighting","Undistributed Budget","512117"
"885000.0","S00802","14","adopted","Development Impact Fees","C400126","Library","San Ysidro Branch Library","Undistributed Budget","512117"
"15000.0","S11013","14","adopted","Development Impact Fees","C400126","Parks & Recreation","San Ysidro Athletic Area/Larsen Fld Lght","Undistributed Budget","512117"
"195000.0","ABE00001","14","adopted","Development Impact Fees","C400127","Citywide","Americans with Disabilities Improvements","Undistributed Budget","512117"
"175000.0","AIL00005","14","adopted","Development Impact Fees","C400127","Transportation & Storm Water","Traffic Signals Modification","Undistributed Budget","512117"
"200000.0","S13000","14","adopted","Development Impact Fees","C400127","Parks & Recreation","Tubman Charter School JU Improvements","Undistributed Budget","512117"
"175000.0","ABE00001","14","adopted","Development Impact Fees","C400128","Citywide","Americans with Disabilities Improvements","Undistributed Budget","512117"
"300000.0","S13003","14","adopted","Development Impact Fees","C400128","Parks & Recreation","Chicano Park ADA Upgrades","Undistributed Budget","512117"
"50000.0","ABE00001","14","adopted","Development Impact Fees","C400129","Citywide","Americans with Disabilities Improvements","Undistributed Budget","512117"
"25000.0","AIL00005","14","adopted","Development Impact Fees","C400129","Transportation & Storm Water","Traffic Signals Modification","Undistributed Budget","512117"
"634000.0","AIH00001","14","adopted","TransNet Funds","C400156","Transportation & Storm Water","Installation of City Owned Street Lights","Undistributed Budget","512117"
"566000.0","AIL00001","14","adopted","TransNet Funds","C400156","Transportation & Storm Water","Traffic Calming","Undistributed Budget","512117"
"639000.0","AIA00001","14","adopted","TransNet Funds","C400169","Transportation & Storm Water","Minor Bike Facilities","Undistributed Budget","512117"
"447000.0","AIG00001","14","adopted","TransNet Funds","C400169","Transportation & Storm Water","Median Installation","Undistributed Budget","512117"
"100000.0","AIH00001","14","adopted","TransNet Funds","C400169","Transportation & Storm Water","Installation of City Owned Street Lights","Undistributed Budget","512117"
"1964959.0","AIK00001","14","adopted","TransNet Funds","C400169","Transportation & Storm Water","New Walkways","Undistributed Budget","512117"
"201890.0","AIK00002","14","adopted","TransNet Funds","C400169","Transportation & Storm Water","School Traffic Safety Improvements","Undistributed Budget","512117"
"620526.0","AIL00001","14","adopted","TransNet Funds","C400169","Transportation & Storm Water","Traffic Calming","Undistributed Budget","512117"
"100000.0","AIL00002","14","adopted","TransNet Funds","C400169","Transportation & Storm Water","Install T/S Interconnect Systems","Undistributed Budget","512117"
"715000.0","AIL00004","14","adopted","TransNet Funds","C400169","Transportation & Storm Water","Traffic Signals - Citywide","Undistributed Budget","512117"
"961400.0","AIL00005","14","adopted","TransNet Funds","C400169","Transportation & Storm Water","Traffic Signals Modification","Undistributed Budget","512117"
"750000.0","S00673","14","adopted","TransNet Funds","C400169","Parks & Recreation","Charles Lewis III Memorial Park","Undistributed Budget","512117"
"1850000.0","S00863","14","adopted","TransNet Funds","C400169","Transportation & Storm Water","Georgia Street Bridge Improvements","Undistributed Budget","512117"
"3000000.0","S00870","14","adopted","TransNet Funds","C400169","Transportation & Storm Water","Old Otay Mesa Road-Westerly","Undistributed Budget","512117"
"2540000.0","S00877","14","adopted","TransNet Funds","C400169","Transportation & Storm Water","Torrey Pines Road Slope Restoration","Undistributed Budget","512117"
"50000.0","S00907","14","adopted","TransNet Funds","C400169","Transportation & Storm Water","Linda Vista/Genesee Intersection Improve","Undistributed Budget","512117"
"2403939.0","S00913","14","adopted","TransNet Funds","C400169","Transportation & Storm Water","Palm Avenue Roadway Improvements","Undistributed Budget","512117"
"500000.0","S00914","14","adopted","TransNet Funds","C400169","Transportation & Storm Water","Sorrento Valley Rd & I5 Interchange","Undistributed Budget","512117"
"2000000.0","S00915","14","adopted","TransNet Funds","C400169","Transportation & Storm Water","University Avenue Mobility","Undistributed Budget","512117"
"1134005.0","S00921","14","adopted","TransNet Funds","C400169","Transportation & Storm Water","Cherokee Street Improvements","Undistributed Budget","512117"
"1100000.0","S00922","14","adopted","TransNet Funds","C400169","Transportation & Storm Water","34th & 35th @ Madison Ave Improvements","Undistributed Budget","512117"
"350000.0","S00905","14","adopted","Regional Transportation Congestion Improvement Program","C400174","Transportation & Storm Water","SR 163/Clairemont Mesa Blvd Interchange","Undistributed Budget","512117"
"400000.0","S14009","14","adopted","Regional Transportation Congestion Improvement Program","C400174","Transportation & Storm Water","SR94/Euclid Av Interchange Phase 2","Undistributed Budget","512117"
"76000.0","S14012","14","adopted","Donations","C400264","Parks & Recreation","Ocean Beach Veterans Memorial","Undistributed Budget","512117"
"100000.0","AIH00001","14","adopted","General Fund","C400265","Transportation & Storm Water","Installation of City Owned Street Lights","Undistributed Budget","512117"
"400000.0","AIK00003","14","adopted","General Fund","C400265","Transportation & Storm Water","Sidewalk Repair and Reconstruction","Undistributed Budget","512117"
"2383459.0","AIL00002","14","adopted","General Fund","C400265","Transportation & Storm Water","Install T/S Interconnect Systems","Undistributed Budget","512117"
"-3000000.0","S13100","14","adopted","General Fund","C400265","Police","CAD System Replacement Project","Undistributed Budget","512117"
"952749.0","RD11001","14","adopted","Developer Funding","C400272","Transportation & Storm Water","Via de la Valle Widening","Undistributed Budget","512117"
"100000.0","AID00007","14","adopted","Bus Stop Capital Improvement Fund","C400691","Transportation & Storm Water","Bus Stop Improvements","Undistributed Budget","512117"
"1250000.0","ABP00001","14","adopted","Sewer Funds","C700008","Public Utilities","Pump Station Restorations","Undistributed Budget","512117"
"500000.0","ABP00003","14","adopted","Sewer Funds","C700008","Public Utilities","Pump Station 64,65, Penasquitos, E Mission Gorge","Undistributed Budget","512117"
"23000000.0","AJA00001","14","adopted","Sewer Funds","C700008","Public Utilities","Sewer Main Replacements","Undistributed Budget","512117"
"25306271.0","AJA00002","14","adopted","Sewer Funds","C700008","Public Utilities","Pipeline Rehabilitation","Undistributed Budget","512117"
"1810000.0","L10001","14","adopted","Sewer Funds","C700008","Public Utilities","Municipal Fac Control Systems Upgrade","Undistributed Budget","512117"
"2138640.0","S14000","14","adopted","Sewer Funds","C700008","Citywide","I AM San Diego Project","Undistributed Budget","512117"
"1700000.0","ABO00001","14","adopted","Sewer Funds","C700009","Public Utilities","Metro Treatment Plants","Undistributed Budget","512117"
"150000.0","S00309","14","adopted","Sewer Funds","C700009","Public Utilities","NCWRP Sludge Pump Station Upgrade","Undistributed Budget","512117"
"2656294.0","S00310","14","adopted","Sewer Funds","C700009","Public Utilities","SBWR Plant Demineralization","Undistributed Budget","512117"
"351719.0","S00312","14","adopted","Sewer Funds","C700009","Public Utilities","PS2 Power Reliability & Surge Protection","Undistributed Budget","512117"
"6162221.0","S00315","14","adopted","Sewer Funds","C700009","Public Utilities","Point Loma Grit Processing Improvements","Undistributed Budget","512117"
"339845.0","S00322","14","adopted","Sewer Funds","C700009","Public Utilities","MBC Biosolids Storage Silos","Undistributed Budget","512117"
"1022262.0","S00323","14","adopted","Sewer Funds","C700009","Public Utilities","MBC Odor Control Facility Upgrades","Undistributed Budget","512117"
"4591817.0","S00339","14","adopted","Sewer Funds","C700009","Public Utilities","MBC Dewatering Centrifuges Replacement","Undistributed Budget","512117"
"1238160.0","S14000","14","adopted","Sewer Funds","C700009","Citywide","I AM San Diego Project","Undistributed Budget","512117"
"1400000.0","ABI00001","14","adopted","Water Fund","C700010","Public Utilities","Water Treatment Plants","Undistributed Budget","512117"
"2384688.0","ABL00001","14","adopted","Water Fund","C700010","Public Utilities","Standpipe and Reservoir Rehabilitations","Undistributed Budget","512117"
"200000.0","AKA00001","14","adopted","Water Fund","C700010","Public Utilities","Corrosion Control","Undistributed Budget","512117"
"780113.0","AKA00003","14","adopted","Water Fund","C700010","Public Utilities","Large Diameter Water Transmission PPL","Undistributed Budget","512117"
"12000000.0","AKB00003","14","adopted","Water Fund","C700010","Public Utilities","Water Main Replacements","Undistributed Budget","512117"
"4870768.0","S00041","14","adopted","Water Fund","C700010","Public Utilities","Morena Reservoir Outlet Tower Upgrade","Undistributed Budget","512117"
"618572.0","S00044","14","adopted","Water Fund","C700010","Public Utilities","Lower Otay Reservoir Emer Outlet Improve","Undistributed Budget","512117"
"1000000.0","S11021","14","adopted","Water Fund","C700010","Public Utilities","University Ave Pipeline Replacement","Undistributed Budget","512117"
"4300000.0","S11022","14","adopted","Water Fund","C700010","Public Utilities","Upas St Pipeline Replacement","Undistributed Budget","512117"
"2400000.0","S11024","14","adopted","Water Fund","C700010","Public Utilities","Miramar Clearwell Improvements","Undistributed Budget","512117"
"2000000.0","S11026","14","adopted","Water Fund","C700010","Public Utilities","Montezuma/Mid-City Pipeline Phase II","Undistributed Budget","512117"
"900000.0","S11027","14","adopted","Water Fund","C700010","Public Utilities","Otay 1st/2nd PPL Abandon E of Highland","Undistributed Budget","512117"
"600000.0","S12008","14","adopted","Water Fund","C700010","Public Utilities","Catalina 12inch Cast Iron Mains","Undistributed Budget","512117"
"724089.0","S12009","14","adopted","Water Fund","C700010","Public Utilities","La Jolla Scenic Drive 16inch Main","Undistributed Budget","512117"
"279129.0","S12011","14","adopted","Water Fund","C700010","Public Utilities","69th & Mohawk Pump Station","Undistributed Budget","512117"
"900000.0","S12015","14","adopted","Water Fund","C700010","Public Utilities","Pacific Beach Pipeline South (W)","Undistributed Budget","512117"
"338051.0","S12016","14","adopted","Water Fund","C700010","Public Utilities","Otay 1st/2nd PPL West of Highland Avenue","Undistributed Budget","512117"
"131327.0","S12018","14","adopted","Water Fund","C700010","Public Utilities","Lower Otay Outlet Tower","Undistributed Budget","512117"
"1312000.0","S12019","14","adopted","Water Fund","C700010","Public Utilities","Scripps Ranch Pump Station","Undistributed Budget","512117"
"2000000.0","S12040","14","adopted","Water Fund","C700010","Public Utilities","Tierrasanta (Via Dominique) Pump Station","Undistributed Budget","512117"
"650000.0","S13015","14","adopted","Water Fund","C700010","Public Utilities","Water & Sewer Group Job 816 (W)","Undistributed Budget","512117"
"4557000.0","S13016","14","adopted","Water Fund","C700010","Public Utilities","Miramar Contract A Roof System Redesign","Undistributed Budget","512117"
"2251200.0","S14000","14","adopted","Water Fund","C700010","Citywide","I AM San Diego Project","Undistributed Budget","512117"
"1400000.0","AAA00002","14","adopted","Airport Funds","C700028","Airports","Brown Field","Undistributed Budget","512117"
"1000000.0","AAA00001","14","adopted","Airport Funds","C700030","Airports","Montgomery-Gibbs Executive Airport","Undistributed Budget","512117"
"330000.0","AFA00001","14","adopted","Refuse Disposal Fund","C700040","Environmental Services","Minor Improvements to Landfills","Undistributed Budget","512117"
"275000.0","AFA00003","14","adopted","Refuse Disposal Fund","C700040","Environmental Services","Environmental Services Operations Yard Improvement","Undistributed Budget","512117"
"655000.0","AEA00002","14","adopted","Golf Course Enterprise Fund","C700044","Parks & Recreation","Balboa Park Golf Course","Undistributed Budget","512117"
"1100000.0","S00614","14","adopted","Golf Course Enterprise Fund","C700044","Parks & Recreation","Balboa Park Golf Course - Clubhouse","Undistributed Budget","512117"
"1100000.0","AEA00001","14","adopted","Golf Course Enterprise Fund","C700045","Parks & Recreation","Torrey Pines Golf Course","Undistributed Budget","512117"
"500000.0","AEA00003","14","adopted","Golf Course Enterprise Fund","C700046","Parks & Recreation","Mission Bay Golf Course","Undistributed Budget","512117"
"700000.0","S01090","14","adopted","Golf Course Enterprise Fund","C700046","Parks & Recreation","Mission Bay Golf Course Clubhouse Demo/Prtbl Building Instl","Undistributed Budget","512117"
"846950.0","S14010","14","adopted","State Grants","C600001","Parks & Recreation","Central Ave Mini Park Ph II Skate Plaza","Undistributed Budget","512117"
"2000000.0","ABT00001","18","adopted","Infrastructure Fund","C100012","Public Works - General Services","City Facilities Improvements","Undistributed Budget","512117"
"5632560.0","ACA00001","18","adopted","Infrastructure Fund","C100012","Transportation & Storm Water","Drainage Projects","Undistributed Budget","512117"
"1000000.0","S00787","18","adopted","Infrastructure Fund","C100012","Fire-Rescue","Fire Station No. 22 - Point Loma","Undistributed Budget","512117"
"500000.0","S13018","18","adopted","Infrastructure Fund","C100012","Transportation & Storm Water","Avenida de la Playa Infrastructure-SD","Undistributed Budget","512117"
"600000.0","S14009","18","adopted","Infrastructure Fund","C100012","Transportation & Storm Water","SR94/Euclid Av Interchange Phase 2","Undistributed Budget","512117"
"1230000.0","S15000","18","adopted","Infrastructure Fund","C100012","Environmental Services","CNG Fueling Station for Refuse & Recycling","Undistributed Budget","512117"
"423985.0","S17007","18","adopted","Infrastructure Fund","C100012","Parks & Recreation","Pershing MidSch Joint Use Synthet Turf Replacement","Undistributed Budget","512117"
"350000.0","L12000","18","adopted","Maintenance Assessment Districts","C200038","Parks & Recreation","Convert RB Medians-Asphalt to Concrete","Undistributed Budget","512117"
"100000.0","S17001","18","adopted","Maintenance Assessment Districts","C200076","Parks & Recreation","Talmadge Traffic Calming Infrastructure","Undistributed Budget","512117"
"1927365.0","S14016","18","adopted","Environmental Growth Funds","C200110","Parks & Recreation","East Fortuna Staging Area Field Stn Blg","Undistributed Budget","512117"
"2000000.0","AID00005","18","adopted","Trench Cut/Excavation Fee Fund","C200203","Transportation & Storm Water","Resurfacing of City Streets","Undistributed Budget","512117"
"710000.0","S00802","18","adopted","Library System Improvement Fund","C200209","Library","San Ysidro Branch Library","Undistributed Budget","512117"
"1174482.0","S13022","18","adopted","Library System Improvement Fund","C200209","Library","Mission Hills-Hillcrest Library","Undistributed Budget","512117"
"150000.0","AGF00007","18","adopted","Antenna Lease Fund","C200324","Parks & Recreation","Park Improvements","Undistributed Budget","512117"
"150000.0","S13005","18","adopted","Antenna Lease Fund","C200324","Parks & Recreation","University Village Park Tot Lot","Undistributed Budget","512117"
"6825570.0","AGF00004","18","adopted","Mission Bay Park Improvement Fund","C200386","Parks & Recreation","Mission Bay Improvements","Undistributed Budget","512117"
"825307.0","AGF00006","18","adopted","San Diego Regional Parks Improvement Fund","C200391","Parks & Recreation","Coastal Erosion and Access","Undistributed Budget","512117"
"650000.0","L12003","18","adopted","San Diego Regional Parks Improvement Fund","C200391","Parks & Recreation","Museum of Man Seismic Retrofit","Undistributed Budget","512117"
"500000.0","L18001","18","adopted","San Diego Regional Parks Improvement Fund","C200391","Parks & Recreation","Chollas Lake Improvements","Undistributed Budget","512117"
"1000000.0","S13008","18","adopted","San Diego Regional Parks Improvement Fund","C200391","Parks & Recreation","Mohnike Adobe and Barn Restoration","Undistributed Budget","512117"
"500000.0","S15034","18","adopted","San Diego Regional Parks Improvement Fund","C200391","Parks & Recreation","Junipero Serra Museum ADA Improvements","Undistributed Budget","512117"
"200000.0","S15036","18","adopted","San Diego Regional Parks Improvement Fund","C200391","Parks & Recreation","Balboa Park West Mesa Comfort Station Replacement","Undistributed Budget","512117"
"670981.0","P18002","18","adopted","Other Funding","C200402","Parks & Recreation","Ocean Beach Pier Condition Assessment","Undistributed Budget","512117"
"1018572.0","S14000","18","adopted","Lease Purchase Fund","C200724","Citywide","I AM San Diego Project","Undistributed Budget","512117"
"1500000.0","ABT00001","18","adopted","Capital Outlay - Land Sales","C400002","Public Works - General Services","City Facilities Improvements","Undistributed Budget","512117"
"500000.0","ABT00001","18","adopted","San Diego Unified School District","C400003","Public Works - General Services","City Facilities Improvements","Undistributed Budget","512117"
"300000.0","P18003","18","adopted","Facilities Benefit Assessments","C400086","Parks & Recreation","Hendrix Pond/Aviary Park Development","Undistributed Budget","512117"
"266520.0","S00649","18","adopted","Facilities Benefit Assessments","C400093","Parks & Recreation","Cesar Solis Community Park","Undistributed Budget","512117"
"22450.0","AIL00005","18","adopted","Development Impact Fees","C400099","Transportation & Storm Water","Traffic Signals Modification","Undistributed Budget","512117"
"146464.0","S15021","18","adopted","Development Impact Fees","C400106","Parks & Recreation","Rolling Hills Neighborhood Park ADA Upgrades","Undistributed Budget","512117"
"184865.0","P18001","18","adopted","Development Impact Fees","C400110","Parks & Recreation","Preliminary Engineering Report","Undistributed Budget","512117"
"200000.0","AIL00005","18","adopted","Development Impact Fees","C400112","Transportation & Storm Water","Traffic Signals Modification","Undistributed Budget","512117"
"275000.0","P18001","18","adopted","Development Impact Fees","C400112","Parks & Recreation","Preliminary Engineering Report","Undistributed Budget","512117"
"40000.0","AIK00003","18","adopted","Development Impact Fees","C400113","Transportation & Storm Water","Sidewalk Repair and Reconstruction","Undistributed Budget","512117"
"290000.0","ABT00001","18","adopted","Development Impact Fees","C400114","Public Works - General Services","City Facilities Improvements","Undistributed Budget","512117"
"170000.0","AIK00003","18","adopted","Development Impact Fees","C400114","Transportation & Storm Water","Sidewalk Repair and Reconstruction","Undistributed Budget","512117"
"875000.0","ACA00001","18","adopted","Development Impact Fees","C400115","Transportation & Storm Water","Drainage Projects","Undistributed Budget","512117"
"1170000.0","P18000","18","adopted","Development Impact Fees","C400115","Parks & Recreation","Building 619 at NTC - Rec Center","Undistributed Budget","512117"
"248000.0","AIK00003","18","adopted","Development Impact Fees","C400116","Transportation & Storm Water","Sidewalk Repair and Reconstruction","Undistributed Budget","512117"
"11000.0","AIL00004","18","adopted","Development Impact Fees","C400116","Transportation & Storm Water","Traffic Signals - Citywide","Undistributed Budget","512117"
