"dept_group","dept_name","dept_division","dept_section","funds_center","funds_center_number"
"Redevelopment Agency / Housing Successor","Redevelopment Agency","LRPMP Project Management","LRPMP Project Management","LRPMP Project Management","2200710011"
"Redevelopment Agency / Housing Successor","Redevelopment Agency","Other","Other","Other","2200100011"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Arts, Culture & Community Festivals Prog","Creative Communities SD","1414111511"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Arts, Culture & Community Festivals Prog","Organizational Support","1414111512"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","Access/Semana Cultural Michoacana","1414111311"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","Adams Avenue Street Fair","1414111312"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","Asian Story Theatre","1414111314"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","Black Story Tellers of San Diego","1414111315"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","Bon Temps Social Club of San Diego","1414111316"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","Cabrillo Festival Inc.","1414111317"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","CCDC/Multi-Cultural Festival","1414111318"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","Christian Community Theatre","1414111360"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","Coalition of Neighborhood Councils","1414111358"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","College Area Economic Development Corp","1414111319"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","Discover Pacific Beach","1414111320"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","Encanto Street Fair & Cultural Arts Fest","1414111321"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","Fire Fighters Advisory Counc - Burn Inst","1414111322"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","Gaslamp Quarter Association","1414111323"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","Hillcrest Bus Improve Assoc / City Fest","1414111324"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","Historic Old Town Community Foundation","1414111325"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","Jacobs Center","1414111326"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","Justice Overcoming Boundaries (JOB)","1414111327"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","Kalusugan Community Services","1414111328"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","Kiwanis Club of Tierrasanta","1414111329"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","Linda Vista Multi-Cultural Fair Inc","1414111330"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","Little Italy Assoc/Little Italy Fiesta","1414111331"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","Los Bilingual Writers/Bilingual Literary","1414111332"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","New Americans Immigration Museum","1414111333"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","North Park Main Street Association","1414111334"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","Nu-Way BHILD/Heritage Day Festival","1414111359"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","Ocean Beach Main Street Association","1414111335"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","Pacific Southwest Wildlife Arts Inc.","1414111336"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","Pic Arts","1414111337"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","Point Loma Association","1414111338"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","Rancho Peñasquitos Town Council Inc.","1414111339"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","Rolando Community Council","1414111340"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","Salvation Army/Joan B. Kroc Center","1414111341"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","San Diego Afterschool Strings Program","1414111342"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","San Diego Armed Services YMCA","1414111343"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","San Diego Asian Film Foundation","1414111344"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","San Diego Chinese Center","1414111345"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","San Diego City College Foundation","1414111346"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","San Diego Dixieland Jazz Festival","1414111313"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","San Diego Earthworks","1414111347"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","San Diego Film Foundation","1414111348"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","San Diego Fleet Week Foundation","1414111357"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","San Diego North Chamber of Commerce","1414111349"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","San Diego Performing Arts League","1414111350"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","San Diego Shakespeare Society","1414111351"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","San Diego State University Foundation","1414111352"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","San Diego Women Film Foundation","1414111353"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","San Diego Youth and Community Services","1414111354"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","Teye Sa Thiosanne African Drum & Dance","1414111355"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Creative Communities San Diego","Torrey Pines Kiwanis Foundation","1414111356"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Mayor/Council Discretionary Allocations","CD 1 Discretionary","1414111212"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Mayor/Council Discretionary Allocations","CD 2 Discretionary","1414111213"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Mayor/Council Discretionary Allocations","CD 3 Discretionary","1414111214"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Mayor/Council Discretionary Allocations","CD 4 Discretionary","1414111215"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Mayor/Council Discretionary Allocations","CD 5 Discretionary","1414111216"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Mayor/Council Discretionary Allocations","CD 6 Discretionary","1414111217"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Mayor/Council Discretionary Allocations","CD 7 Discretionary","1414111218"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Mayor/Council Discretionary Allocations","CD 8 Discretionary","1414111219"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Mayor/Council Discretionary Allocations","CD 9 Discretionary","1414111220"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Mayor/Council Discretionary Allocations","Mayor Discretionary","1414111211"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","Actors Alliance of San Diego","1414111411"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","Aja","1414111412"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","Athenaeum Music and Arts Library","1414111413"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","California Ballet Association/Company","1414111414"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","Camarada Inc.","1414111415"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","Center for World Music","1414111416"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","Centro Cultural de la Raza","1414111417"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","Children's Museum of San Diego","1414111492"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","City Ballet Inc.","1414111418"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","Civic Light Opera","1414111493"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","Classics for Kids","1414111419"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","Common Ground Theatre","1414111420"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","Culture Shock Dance Troupe","1414111488"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","Cygnet Theater","1414111421"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","Diversionary Theatre","1414111422"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","Eveoke Dance Theatre","1414111423"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","Fern Street Community Arts Inc.","1414111424"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","Fritz Theatre","1414111425"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","Gaslamp Quarter Historical Foundation","1414111426"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","Gay Men's Chorus of San Diego","1414111427"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","Icarus Puppet Company","1414111490"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","Japanese Friendship Garden Society","1414111428"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","Jean Isaac's San Diego Dance Theater","1414111429"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","La Jolla Music Society","1414111430"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","La Jolla Playhouse","1414111431"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","La Jolla Symphony and Chorus","1414111432"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","Lyric Opera San Diego","1414111433"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","Mainly Mozart Festival Inc.","1414111434"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","Malashock Dance and Company","1414111435"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","Maritime Museum Association of San Diego","1414111436"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","Media Arts San Diego","1414111437"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","Mingei International Museum","1414111438"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","Mo'olelo Performing Arts","1414111439"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","Museum of Contemporary Arts San Diego","1414111440"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","Museum of Photographic Arts","1414111441"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","New Music","1414111491"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","New Works/Vantage Theatre","1414111442"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","Patricia Rincon Dance Collective","1414111443"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","Persian Cultural Center","1414111444"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","Playwrights Project","1414111445"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","Prophet World Beat Productions","1414111494"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","Samahan Filipino-Amer Perf Arts & Educ","1414111447"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","San Diego Aerospace Museum Inc.","1414111448"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","San Diego Archaeological Center","1414111449"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","San Diego Art Institute","1414111450"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","San Diego Automotive Museum","1414111489"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","San Diego Ballet","1414111451"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","San Diego Center for Jewish Culture","1414111452"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","San Diego Chamber Orchestra","1414111453"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","San Diego Children's Choir","1414111454"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","San Diego Chinese Historical Society","1414111455"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","San Diego Civic Youth Ballet","1414111456"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","San Diego Early Music Society","1414111457"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","San Diego Guild of Puppetry","1414111458"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","San Diego Historical Society","1414111459"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","San Diego Junior Theatre","1414111460"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","San Diego Master Chorale","1414111461"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","San Diego Men's Chorus","1414111462"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","San Diego Model Railroad Museum Inc.","1414111463"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","San Diego Museum Council","1414111464"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","San Diego Museum of Art","1414111465"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","San Diego Museum of Man","1414111466"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","San Diego Opera Association","1414111468"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","San Diego Performing Arts League","1414111469"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","San Diego Repertory Theatre","1414111470"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","San Diego Society of Natural History","1414111467"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","San Diego Space and Science Foundation","1414111446"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","San Diego Symphony Orchestra Assoc","1414111471"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","San Diego Theatre Inc.","1414111472"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","San Diego Water Color Society","1414111473"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","San Diego Women's Chorus","1414111474"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","San Diego Young Artists Music Academy","1414111475"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","San Diego Young Artists Symph Orchestra","1414111476"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","San Diego Youth Symphony & Conservatory","1414111477"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","Save Our Heritage Organization","1414111478"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","Sledgehammer Theatre","1414111479"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","Spreckels Organ Society","1414111480"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","Sushi Visual and Performing Arts Inc.","1414111481"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","The Old Globe Theatre","1414111482"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","Veteran's Memorial Center","1414111483"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","Westwind Brass","1414111484"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","Women's History Museum & Educ Center","1414111485"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","WorldBeat Center","1414111486"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Organizational Support","Young Audiences of San Diego","1414111487"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Penny for the Arts Blueprint","Penny for the Arts","1414111611"
"Special Promotional Programs","Special Promotional Programs","Arts, Culture & Community Festivals","Public Art","Public Art","1414111111"
"Special Promotional Programs","Special Promotional Programs","Capital Improvements","Balboa Park/Mission Bay Park Improvement","Balboa Park/Mission Bay Park Improvement","1414131111"
"Special Promotional Programs","Special Promotional Programs","Capital Improvements","Balboa Park/Mission Bay Park Improvement","Convention Center Complex","1414131112"
"Special Promotional Programs","Special Promotional Programs","Capital Improvements","Balboa Park/Mission Bay Park Improvement","PETCO Park","1414131113"
"Special Promotional Programs","Special Promotional Programs","Capital Improvements","Balboa Park/Mission Bay Park Improvement","Stadium","1414131115"
"Special Promotional Programs","Special Promotional Programs","Capital Improvements","Balboa Park/Mission Bay Park Improvement","Trolley Extension Reserve","1414131114"
"Special Promotional Programs","Special Promotional Programs","Discretionary Funding","Discretionary Funding","Discretionary Funding","1414160011"
"Special Promotional Programs","Special Promotional Programs","Economic Development","Citywide Economic Development","San Diego Regional Economic Develop Corp","1414121111"
"Special Promotional Programs","Special Promotional Programs","Economic Development","Citywide Economic Development","San Diego World Trade Center","1414121112"
"Special Promotional Programs","Special Promotional Programs","Economic Development","Economic Development & Admin","BEAR","1414121311"
"Special Promotional Programs","Special Promotional Programs","Economic Development","Economic Development & Admin","EDPA","1414121312"
"Special Promotional Programs","Special Promotional Programs","Economic Development","Economic Development Programs","1998 Cal State Games","1414121225"
"Special Promotional Programs","Special Promotional Programs","Economic Development","Economic Development Programs","Citizen Diplomacy Council of San Diego","1414121211"
"Special Promotional Programs","Special Promotional Programs","Economic Development","Economic Development Programs","City Heights Community Development Corp","1414121212"
"Special Promotional Programs","Special Promotional Programs","Economic Development","Economic Development Programs","Citywide Economic Development","1414121226"
"Special Promotional Programs","Special Promotional Programs","Economic Development","Economic Development Programs","Economic Development & Tourism Support","1414121227"
"Special Promotional Programs","Special Promotional Programs","Economic Development","Economic Development Programs","Hostelling Intl-American Youth Hostels","1414121213"
"Special Promotional Programs","Special Promotional Programs","Economic Development","Economic Development Programs","International Rescue Committee","1414121214"
"Special Promotional Programs","Special Promotional Programs","Economic Development","Economic Development Programs","Japan Society of San Diego and Tijuana","1414121215"
"Special Promotional Programs","Special Promotional Programs","Economic Development","Economic Development Programs","Lawrence Family Jewish Community Center","1414121216"
"Special Promotional Programs","Special Promotional Programs","Economic Development","Economic Development Programs","Mabuhay Alliance","1414121217"
"Special Promotional Programs","Special Promotional Programs","Economic Development","Economic Development Programs","Old Town San Diego Chamber of Commerce","1414121218"
"Special Promotional Programs","Special Promotional Programs","Economic Development","Economic Development Programs","Otay Mesa Chamber of Commerce","1414121219"
"Special Promotional Programs","Special Promotional Programs","Economic Development","Economic Development Programs","Promote La Jolla Inc.","1414121220"
"Special Promotional Programs","Special Promotional Programs","Economic Development","Economic Development Programs","San Diego East Visitors Bureau","1414121222"
"Special Promotional Programs","Special Promotional Programs","Economic Development","Economic Development Programs","San Diego Hispanic Chamber of Commerce","1414121221"
"Special Promotional Programs","Special Promotional Programs","Economic Development","Economic Development Programs","South County Economic Develop Council","1414121223"
"Special Promotional Programs","Special Promotional Programs","Economic Development","Economic Development Programs","Travelers Aid Society of San Diego","1414121224"
"Special Promotional Programs","Special Promotional Programs","Special Promotional Programs","Special Promotional Programs","Department Management","1414000001"
"Special Promotional Programs","Special Promotional Programs","Support to Other Funds","Major Events","Balboa/Mission Bay Admin Support","1414141116"
"Special Promotional Programs","Special Promotional Programs","Support to Other Funds","Major Events","Balboa Park Centennial","1414141112"
"Special Promotional Programs","Special Promotional Programs","Support to Other Funds","Major Events","Balboa Park Tram","1414141115"
"Special Promotional Programs","Special Promotional Programs","Support to Other Funds","Major Events","Convention Center Corporation","1414141117"
"Special Promotional Programs","Special Promotional Programs","Support to Other Funds","Major Events","Horton Plaza Theatre Foundation","1414141113"
"Special Promotional Programs","Special Promotional Programs","Support to Other Funds","Major Events","Major Events Revolving Fund","1414141111"
"Special Promotional Programs","Special Promotional Programs","Support to Other Funds","Major Events","Mission Trails Regional Park Foundation","1414141114"
"Special Promotional Programs","Special Promotional Programs","Support to Other Funds","Major Events","PETCO Park JUMA","1414141118"
"Special Promotional Programs","Special Promotional Programs","Support to Other Funds","Major Events","Stadium","1414141119"
"Special Promotional Programs","Special Promotional Programs","Support to Other Funds","Support for Promotional Activities","Convention Center","1414141212"
"Special Promotional Programs","Special Promotional Programs","Support to Other Funds","Support for Promotional Activities","GF Admin & Promotional Activities Reimb","1414141216"
"Special Promotional Programs","Special Promotional Programs","Support to Other Funds","Support for Promotional Activities","Mission Bay/Balboa Park Improvement","1414141211"
"Special Promotional Programs","Special Promotional Programs","Support to Other Funds","Support for Promotional Activities","PETCO Park","1414141213"
"Special Promotional Programs","Special Promotional Programs","Support to Other Funds","Support for Promotional Activities","Stadium","1414141214"
"Special Promotional Programs","Special Promotional Programs","Support to Other Funds","Support for Promotional Activities","Support to Misc Funds","1414141217"
"Special Promotional Programs","Special Promotional Programs","Support to Other Funds","Support for Promotional Activities","Trolley Extension Reserve","1414141215"
"Special Promotional Programs","Special Promotional Programs","TOT Admin & Promotional Activities","GF Tourism Promotional Activities","Facilities Tourism Support","1414151211"
"Special Promotional Programs","Special Promotional Programs","TOT Admin & Promotional Activities","GF Tourism Promotional Activities","Mayor's Protocol Tourism Support","1414151212"
"Special Promotional Programs","Special Promotional Programs","TOT Admin & Promotional Activities","GF Tourism Promotional Activities","Miscellaneous","1414151217"
"Special Promotional Programs","Special Promotional Programs","TOT Admin & Promotional Activities","GF Tourism Promotional Activities","Park and Recreation Tourism Support","1414151213"
"Special Promotional Programs","Special Promotional Programs","TOT Admin & Promotional Activities","GF Tourism Promotional Activities","Police Department Tourism Support","1414151214"
"Special Promotional Programs","Special Promotional Programs","TOT Admin & Promotional Activities","GF Tourism Promotional Activities","Region Park Safety Pgm - Tourism Support","1414151215"
"Special Promotional Programs","Special Promotional Programs","TOT Admin & Promotional Activities","GF Tourism Promotional Activities","Streets Division","1414151216"
"Special Promotional Programs","Special Promotional Programs","TOT Admin & Promotional Activities","TOT Fund Administration","Comptrollers TOT Fund Admin","1414151112"
"Special Promotional Programs","Special Promotional Programs","TOT Admin & Promotional Activities","TOT Fund Administration","FM TOT Fund Admin","1414151113"
"Special Promotional Programs","Special Promotional Programs","TOT Admin & Promotional Activities","TOT Fund Administration","Risk Management TOT Fund Admin","1414151114"
"Special Promotional Programs","Special Promotional Programs","TOT Admin & Promotional Activities","TOT Fund Administration","Treasurers TOT Fund Admin","1414151111"
"Fire-Rescue","Emergency Medical Services","Emergency Medical Services","Emergency Medical Services","Emergency Medical Services Admin Support","1913000011"
"Fire-Rescue","Emergency Medical Services","Emergency Medical Services","Emergency Medical Services","Emergency Medical Services Communication","1913000012"
"Fire-Rescue","Emergency Medical Services","Emergency Medical Services","Emergency Medical Services","Emergency Medical Services - Dept Mgmt","1913000001"
"Fire-Rescue","Emergency Medical Services","Emergency Medical Services","Emergency Medical Services","Emergency Medical Services Paramedic Ops","1913000013"
"Fire-Rescue","Fire-Rescue","Administrative Operations","Administrative Operations","Division Management","1912150001"
"Fire-Rescue","Fire-Rescue","Administrative Operations","Administrative Operations","Fiscal Services","1912150011"
"Fire-Rescue","Fire-Rescue","Administrative Operations","Administrative Operations","Human Resources","1912150012"
"Fire-Rescue","Fire-Rescue","Administrative Operations","Administrative Operations","Management Services","1912150014"
"Fire-Rescue","Fire-Rescue","Administrative Operations","Administrative Operations","Payroll","1912150015"
"Fire-Rescue","Fire-Rescue","Administrative Operations","Administrative Operations","Professional Standards Unit","1912150016"
"Fire-Rescue","Fire-Rescue","Administrative Operations","Administrative Operations","Wellness","1912150013"
"Fire-Rescue","Fire-Rescue","Communications","Communications","Communications","1912170011"
"Fire-Rescue","Fire-Rescue","Communications","Communications","Dispatch","1912170012"
"Fire-Rescue","Fire-Rescue","Communications","Communications","Division Management","1912170001"
"Fire-Rescue","Fire-Rescue","Community Risk Reduction","Community Risk Reduction","Brush Management","1912160012"
"Fire-Rescue","Fire-Rescue","Community Risk Reduction","Community Risk Reduction","Division Management & Admin","1912160001"
"Fire-Rescue","Fire-Rescue","Community Risk Reduction","Community Risk Reduction","Inspection Services","1912160011"
"Fire-Rescue","Fire-Rescue","Emergency Medical Services","Emergency Medical Services","Division Management","1912110001"
"Fire-Rescue","Fire-Rescue","Emergency Medical Services","Emergency Medical Services","Emergency Medical Services - Fire","1912110011"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 01","Fire Station 1","1912140101"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 01","Fire Station 11","1912140111"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 01","Fire Station 2","1912140102"
